"ISO3","Year","Sector_abb","Disaster_Frequency","Category","Value"
"CYP","2009","Food",0,"Export_Domestics",209.90008896217
"CYP","2009","Food",0,"Export_Foreign",10.4782777955432
"CYP","2009","Food",0,"Output_Domestic",721.127516019171
"CYP","2009","Food",0,"Output_Foreign",23.1045250905209
"CYP","2009","HumanActivities",0,"Export_Domestics",194.502561407303
"CYP","2009","HumanActivities",0,"Export_Foreign",43.6082221637959
"CYP","2009","HumanActivities",0,"Output_Domestic",1477.72577410141
"CYP","2009","HumanActivities",0,"Output_Foreign",68.3862309944926
"CYP","2009","Machinery",0,"Export_Domestics",23.8302006752244
"CYP","2009","Machinery",0,"Export_Foreign",4.43789792904698e-05
"CYP","2009","Machinery",0,"Output_Domestic",46.985682411039
"CYP","2009","Machinery",0,"Output_Foreign",8.58127159233009e-05
"CYP","2009","Manufacturing",0,"Export_Domestics",8.31692895084549
"CYP","2009","Manufacturing",0,"Export_Foreign",0.00024785169096445
"CYP","2009","Manufacturing",0,"Output_Domestic",46.6863502793477
"CYP","2009","Manufacturing",0,"Output_Foreign",0.0019488730675343
"CYP","2009","Mining",0,"Export_Domestics",1.5198604422739
"CYP","2009","Mining",0,"Export_Foreign",0
"CYP","2009","Mining",0,"Output_Domestic",2.84684693063666
"CYP","2009","Mining",0,"Output_Foreign",0
"CYP","2009","Pharma",0,"Export_Domestics",37.9974810419333
"CYP","2009","Pharma",0,"Export_Foreign",2.03479726219961
"CYP","2009","Pharma",0,"Output_Domestic",70.1460123214515
"CYP","2009","Pharma",0,"Output_Foreign",3.08857331505941
"CYP","2009","RawMaterial",0,"Export_Domestics",8.74195168646351
"CYP","2009","RawMaterial",0,"Export_Foreign",2.96952987051706e-05
"CYP","2009","RawMaterial",0,"Output_Domestic",105.934077847764
"CYP","2009","RawMaterial",0,"Output_Foreign",0.00064079902599553
"CYP","2009","Recreation",0,"Export_Domestics",8.64765518813877
"CYP","2009","Recreation",0,"Export_Foreign",8.90407783008139
"CYP","2009","Recreation",0,"Output_Domestic",64.907971239127
"CYP","2009","Recreation",0,"Output_Foreign",66.8336802807446
"CYP","2009","Transportation",0,"Export_Domestics",852.523887402951
"CYP","2009","Transportation",0,"Export_Foreign",128.949600802786
"CYP","2009","Transportation",0,"Output_Domestic",1891.50996075147
"CYP","2009","Transportation",0,"Output_Foreign",132.495083164255
"CYP","2010","Agriculture",0,"Export_Domestics",55.6365752747955
"CYP","2010","Agriculture",0,"Export_Foreign",0.0766031959194555
"CYP","2010","Agriculture",0,"Output_Domestic",159.271228073968
"CYP","2010","Agriculture",0,"Output_Foreign",0.219840280403972
"CYP","2010","Construction",0,"Export_Domestics",0.956531288299588
"CYP","2010","Construction",0,"Export_Foreign",0.407014793792138
"CYP","2010","Construction",0,"Output_Domestic",1357.45631117585
"CYP","2010","Construction",0,"Output_Foreign",114.569222979307
"CYP","2010","Education",0,"Export_Domestics",3.74774686974457
"CYP","2010","Education",0,"Export_Foreign",0.00238892525846336
"CYP","2010","Education",0,"Output_Domestic",148.94364204061
"CYP","2010","Education",0,"Output_Foreign",0.0974683189443633
"CYP","2010","Electronic",0,"Export_Domestics",36.9410239509466
"CYP","2010","Electronic",0,"Export_Foreign",2.07387320483287
"CYP","2010","Electronic",0,"Output_Domestic",95.3826244147198
"CYP","2010","Electronic",0,"Output_Foreign",7.79942461401007
"CYP","2010","Energy",0,"Export_Domestics",0.597759534199789
"CYP","2010","Energy",0,"Export_Foreign",0
"CYP","2010","Energy",0,"Output_Domestic",913.122982575051
"CYP","2010","Energy",0,"Output_Foreign",0
"CYP","2010","Food",0,"Export_Domestics",234.514145461157
"CYP","2010","Food",0,"Export_Foreign",11.6391892187846
"CYP","2010","Food",0,"Output_Domestic",735.327234205928
"CYP","2010","Food",0,"Output_Foreign",23.4906731848926
"CYP","2010","HumanActivities",0,"Export_Domestics",203.352504475863
"CYP","2010","HumanActivities",0,"Export_Foreign",29.025273945334
"CYP","2010","HumanActivities",0,"Output_Domestic",1343.52558508912
"CYP","2010","HumanActivities",0,"Output_Foreign",45.0526434470931
"CYP","2010","Machinery",0,"Export_Domestics",20.5395903681656
"CYP","2010","Machinery",0,"Export_Foreign",0
"CYP","2010","Machinery",0,"Output_Domestic",43.9006989274642
"CYP","2010","Machinery",0,"Output_Foreign",0.00425790570148504
"CYP","2010","Manufacturing",0,"Export_Domestics",9.35208866387176
"CYP","2010","Manufacturing",0,"Export_Foreign",6.67964351349663e-05
"CYP","2010","Manufacturing",0,"Output_Domestic",48.8059304267215
"CYP","2010","Manufacturing",0,"Output_Foreign",0.00037846254343084
"CYP","2010","Mining",0,"Export_Domestics",1.59568392025735
"CYP","2010","Mining",0,"Export_Foreign",0
"CYP","2010","Mining",0,"Output_Domestic",2.74856436188815
"CYP","2010","Mining",0,"Output_Foreign",0
"CYP","2010","Pharma",0,"Export_Domestics",42.581371587413
"CYP","2010","Pharma",0,"Export_Foreign",1.70740210029804
"CYP","2010","Pharma",0,"Output_Domestic",78.8584684166411
"CYP","2010","Pharma",0,"Output_Foreign",2.56945482890123
"CYP","2010","RawMaterial",0,"Export_Domestics",7.64639103654421
"CYP","2010","RawMaterial",0,"Export_Foreign",6.29089355336789e-06
"CYP","2010","RawMaterial",0,"Output_Domestic",127.799323439863
"CYP","2010","RawMaterial",0,"Output_Foreign",0.000185153686126289
"CYP","2010","Recreation",0,"Export_Domestics",17.4536402808225
"CYP","2010","Recreation",0,"Export_Foreign",4.68103614411953
"CYP","2010","Recreation",0,"Output_Domestic",111.8260758427
"CYP","2010","Recreation",0,"Output_Foreign",29.9927579640581
"CYP","2010","Transportation",0,"Export_Domestics",611.384994601994
"CYP","2010","Transportation",0,"Export_Foreign",237.155184916311
"CYP","2010","Transportation",0,"Output_Domestic",1820.95200688478
"CYP","2010","Transportation",0,"Output_Foreign",266.269029343074
"CYP","2011","Agriculture",0,"Export_Domestics",58.0743066239179
"CYP","2011","Agriculture",0,"Export_Foreign",0.0895571322152522
"CYP","2011","Agriculture",0,"Output_Domestic",140.524376530953
"CYP","2011","Agriculture",0,"Output_Foreign",0.216665594167776
"CYP","2011","Construction",0,"Export_Domestics",0.944264586653347
"CYP","2011","Construction",0,"Export_Foreign",0.188965448498959
"CYP","2011","Construction",0,"Output_Domestic",1254.74272777904
"CYP","2011","Construction",0,"Output_Foreign",50.1612918996203
"CYP","2011","Education",0,"Export_Domestics",5.5325356809723
"CYP","2011","Education",0,"Export_Foreign",0.00361981323116596
"CYP","2011","Education",0,"Output_Domestic",196.560236710109
"CYP","2011","Education",0,"Output_Foreign",0.131056543658194
"CYP","2011","Electronic",0,"Export_Domestics",28.3718693465984
"CYP","2011","Electronic",0,"Export_Foreign",3.02810663025672
"CYP","2011","Electronic",0,"Output_Domestic",82.3431957915407
"CYP","2011","Electronic",0,"Output_Foreign",11.5816033608132
"CYP","2011","Energy",0,"Export_Domestics",2.96019819232242
"CYP","2011","Energy",0,"Export_Foreign",0
"CYP","2011","Energy",0,"Output_Domestic",867.597196348599
"CYP","2011","Energy",0,"Output_Foreign",0
"CYP","2011","Food",0,"Export_Domestics",259.944531642535
"CYP","2011","Food",0,"Export_Foreign",13.7787985963579
"CYP","2011","Food",0,"Output_Domestic",768.452973385395
"CYP","2011","Food",0,"Output_Foreign",25.7241316157234
"CYP","2011","HumanActivities",0,"Export_Domestics",177.860854411798
"CYP","2011","HumanActivities",0,"Export_Foreign",31.2411458689024
"CYP","2011","HumanActivities",0,"Output_Domestic",1344.42337165131
"CYP","2011","HumanActivities",0,"Output_Foreign",53.7108353245281
"CYP","2011","Machinery",0,"Export_Domestics",17.99118486246
"CYP","2011","Machinery",0,"Export_Foreign",0
"CYP","2011","Machinery",0,"Output_Domestic",38.0564211243341
"CYP","2011","Machinery",0,"Output_Foreign",0
"CYP","2011","Manufacturing",0,"Export_Domestics",10.1259431127614
"CYP","2011","Manufacturing",0,"Export_Foreign",3.85448677227203e-05
"CYP","2011","Manufacturing",0,"Output_Domestic",48.8298685702449
"CYP","2011","Manufacturing",0,"Output_Foreign",0.00326824940370792
"CYP","2011","Mining",0,"Export_Domestics",0.934839194423611
"CYP","2011","Mining",0,"Export_Foreign",0
"CYP","2011","Mining",0,"Output_Domestic",2.3556219726097
"CYP","2011","Mining",0,"Output_Foreign",0
"CYP","2011","Pharma",0,"Export_Domestics",62.5473674399938
"CYP","2011","Pharma",0,"Export_Foreign",2.04754743518455
"CYP","2011","Pharma",0,"Output_Domestic",113.406804091807
"CYP","2011","Pharma",0,"Output_Foreign",2.98128877662033
"CYP","2011","RawMaterial",0,"Export_Domestics",7.92408965526933
"CYP","2011","RawMaterial",0,"Export_Foreign",2.58480059019752e-05
"CYP","2011","RawMaterial",0,"Output_Domestic",119.171779813733
"CYP","2011","RawMaterial",0,"Output_Foreign",0.00098047350477241
"CYP","2011","Recreation",0,"Export_Domestics",18.4760166300759
"CYP","2011","Recreation",0,"Export_Foreign",5.45921159185285
"CYP","2011","Recreation",0,"Output_Domestic",111.89965440321
"CYP","2011","Recreation",0,"Output_Foreign",33.0646267754358
"CYP","2011","Transportation",0,"Export_Domestics",797.862227580472
"CYP","2011","Transportation",0,"Export_Foreign",47.6297583603895
"CYP","2011","Transportation",0,"Output_Domestic",1707.67446606785
"CYP","2011","Transportation",0,"Output_Foreign",322.776956943622
"CYP","2012","Agriculture",0,"Export_Domestics",63.9225752963139
"CYP","2012","Agriculture",0,"Export_Foreign",0.119403056001084
"CYP","2012","Agriculture",0,"Output_Domestic",149.092645716992
"CYP","2012","Agriculture",0,"Output_Foreign",0.279392554903423
"CYP","2012","Construction",0,"Export_Domestics",0.882091043520889
"CYP","2012","Construction",0,"Export_Foreign",0.25789240618368
"CYP","2012","Construction",0,"Output_Domestic",1000.86956558025
"CYP","2012","Construction",0,"Output_Foreign",58.342874678034
"CYP","2012","Education",0,"Export_Domestics",6.30154325145057
"CYP","2012","Education",0,"Export_Foreign",0.00337228451738773
"CYP","2012","Education",0,"Output_Domestic",190.000129221075
"CYP","2012","Education",0,"Output_Foreign",0.103070058471358
"CYP","2012","Electronic",0,"Export_Domestics",26.8122498968065
"CYP","2012","Electronic",0,"Export_Foreign",4.96721437049192
"CYP","2012","Electronic",0,"Output_Domestic",77.0455695065095
"CYP","2012","Electronic",0,"Output_Foreign",14.4590077065908
"CYP","2012","Energy",0,"Export_Domestics",3.45671240052572
"CYP","2012","Energy",0,"Export_Foreign",-9.79228208974006e-06
"CYP","2012","Energy",0,"Output_Domestic",966.000089691062
"CYP","2012","Energy",0,"Output_Foreign",0.00530993324647468
"CYP","2012","Food",0,"Export_Domestics",319.42866684039
"CYP","2012","Food",0,"Export_Foreign",21.8788480567221
"CYP","2012","Food",0,"Output_Domestic",844.569231581476
"CYP","2012","Food",0,"Output_Foreign",33.4695932219163
"CYP","2012","HumanActivities",0,"Export_Domestics",174.58128726812
"CYP","2012","HumanActivities",0,"Export_Foreign",31.730710664595
"CYP","2012","HumanActivities",0,"Output_Domestic",1377.47037514782
"CYP","2012","HumanActivities",0,"Output_Foreign",57.390091992327
"CYP","2012","Machinery",0,"Export_Domestics",24.6322815628343
"CYP","2012","Machinery",0,"Export_Foreign",0
"CYP","2012","Machinery",0,"Output_Domestic",44.2795433998464
"CYP","2012","Machinery",0,"Output_Foreign",0
"CYP","2012","Manufacturing",0,"Export_Domestics",15.9376280034109
"CYP","2012","Manufacturing",0,"Export_Foreign",0
"CYP","2012","Manufacturing",0,"Output_Domestic",56.7014860329855
"CYP","2012","Manufacturing",0,"Output_Foreign",0.0006907102476519
"CYP","2012","Mining",0,"Export_Domestics",0.969866498703103
"CYP","2012","Mining",0,"Export_Foreign",0
"CYP","2012","Mining",0,"Output_Domestic",1.99545265081086
"CYP","2012","Mining",0,"Output_Foreign",0
"CYP","2012","Pharma",0,"Export_Domestics",66.7770137862029
"CYP","2012","Pharma",0,"Export_Foreign",2.14365051987398
"CYP","2012","Pharma",0,"Output_Domestic",115.202554130412
"CYP","2012","Pharma",0,"Output_Foreign",2.96988065442719
"CYP","2012","RawMaterial",0,"Export_Domestics",15.26471344168
"CYP","2012","RawMaterial",0,"Export_Foreign",-1.71277828395684e-05
"CYP","2012","RawMaterial",0,"Output_Domestic",133.606688825714
"CYP","2012","RawMaterial",0,"Output_Foreign",0.00017785105451257
"CYP","2012","Recreation",0,"Export_Domestics",21.6984707567027
"CYP","2012","Recreation",0,"Export_Foreign",5.70644603170183
"CYP","2012","Recreation",0,"Output_Domestic",127.225814639878
"CYP","2012","Recreation",0,"Output_Foreign",33.4585745302169
"CYP","2012","Transportation",0,"Export_Domestics",923.749855064802
"CYP","2012","Transportation",0,"Export_Foreign",66.4840820871401
"CYP","2012","Transportation",0,"Output_Domestic",1872.66659702713
"CYP","2012","Transportation",0,"Output_Foreign",327.510040928781
"CYP","2013","Agriculture",0,"Export_Domestics",70.0652869340263
"CYP","2013","Agriculture",0,"Export_Foreign",0.120402106583118
"CYP","2013","Agriculture",0,"Output_Domestic",152.617838309259
"CYP","2013","Agriculture",0,"Output_Foreign",0.261746034883453
"CYP","2013","Construction",0,"Export_Domestics",0.688323529509005
"CYP","2013","Construction",0,"Export_Foreign",0.173560325619164
"CYP","2013","Construction",0,"Output_Domestic",801.864847325581
"CYP","2013","Construction",0,"Output_Foreign",40.4779721622096
"CYP","2013","Education",0,"Export_Domestics",6.25131215046574
"CYP","2013","Education",0,"Export_Foreign",0.00320638241497207
"CYP","2013","Education",0,"Output_Domestic",159.521136980247
"CYP","2013","Education",0,"Output_Foreign",0.0820430347568399
"CYP","2013","Electronic",0,"Export_Domestics",25.3073984821417
"CYP","2013","Electronic",0,"Export_Foreign",3.00842183796971
"CYP","2013","Electronic",0,"Output_Domestic",57.4801430292857
"CYP","2013","Electronic",0,"Output_Foreign",7.53200041877842
"CYP","2013","Energy",0,"Export_Domestics",1.14128647412522
"CYP","2013","Energy",0,"Export_Foreign",0
"CYP","2013","Energy",0,"Output_Domestic",785.674738484456
"CYP","2013","Energy",0,"Output_Foreign",0
"CYP","2013","Food",0,"Export_Domestics",298.396337601755
"CYP","2013","Food",0,"Export_Foreign",19.4928222126527
"CYP","2013","Food",0,"Output_Domestic",729.739804218332
"CYP","2013","Food",0,"Output_Foreign",30.1708862074765
"CYP","2013","HumanActivities",0,"Export_Domestics",152.976982507928
"CYP","2013","HumanActivities",0,"Export_Foreign",40.8407256034213
"CYP","2013","HumanActivities",0,"Output_Domestic",1083.65563818009
"CYP","2013","HumanActivities",0,"Output_Foreign",77.286731384375
"CYP","2013","Machinery",0,"Export_Domestics",18.6417947100064
"CYP","2013","Machinery",0,"Export_Foreign",3.44056900454995e-05
"CYP","2013","Machinery",0,"Output_Domestic",30.4041128327059
"CYP","2013","Machinery",0,"Output_Foreign",1.76796068340512e-05
"CYP","2013","Manufacturing",0,"Export_Domestics",11.7859150192489
"CYP","2013","Manufacturing",0,"Export_Foreign",0
"CYP","2013","Manufacturing",0,"Output_Domestic",47.3614773956775
"CYP","2013","Manufacturing",0,"Output_Foreign",0.00137627331311325
"CYP","2013","Mining",0,"Export_Domestics",2.09948613244696
"CYP","2013","Mining",0,"Export_Foreign",0
"CYP","2013","Mining",0,"Output_Domestic",3.83987322426848
"CYP","2013","Mining",0,"Output_Foreign",0
"CYP","2013","Pharma",0,"Export_Domestics",69.4728004082054
"CYP","2013","Pharma",0,"Export_Foreign",1.86498907020097
"CYP","2013","Pharma",0,"Output_Domestic",113.81192776518
"CYP","2013","Pharma",0,"Output_Foreign",2.47878577421289
"CYP","2013","RawMaterial",0,"Export_Domestics",17.6557711761993
"CYP","2013","RawMaterial",0,"Export_Foreign",9.91698055953877e-06
"CYP","2013","RawMaterial",0,"Output_Domestic",95.0333175040886
"CYP","2013","RawMaterial",0,"Output_Foreign",3.22861822233285e-05
"CYP","2013","Recreation",0,"Export_Domestics",20.4346266265365
"CYP","2013","Recreation",0,"Export_Foreign",7.02018968147077
"CYP","2013","Recreation",0,"Output_Domestic",100.026388638977
"CYP","2013","Recreation",0,"Output_Foreign",34.3633964712355
"CYP","2013","Transportation",0,"Export_Domestics",952.200064907081
"CYP","2013","Transportation",0,"Export_Foreign",52.0802125302125
"CYP","2013","Transportation",0,"Output_Domestic",1548.32752309845
"CYP","2013","Transportation",0,"Output_Foreign",616.536031860579
"CYP","2014","Agriculture",0,"Export_Domestics",84.3559751674344
"CYP","2014","Agriculture",0,"Export_Foreign",0.141543919539462
"CYP","2014","Agriculture",0,"Output_Domestic",160.248250442341
"CYP","2014","Agriculture",0,"Output_Foreign",0.268819289836337
"CYP","2014","Construction",0,"Export_Domestics",0.600240194066054
"CYP","2014","Construction",0,"Export_Foreign",0.114853314713102
"CYP","2014","Construction",0,"Output_Domestic",616.110065171924
"CYP","2014","Construction",0,"Output_Foreign",23.7210200010295
"CYP","2014","Education",0,"Export_Domestics",5.01891769457786
"CYP","2014","Education",0,"Export_Foreign",0.00335985857485145
"CYP","2014","Education",0,"Output_Domestic",130.03724625148
"CYP","2014","Education",0,"Output_Foreign",0.0885530384805784
"CYP","2014","Electronic",0,"Export_Domestics",25.0300185123163
"CYP","2014","Electronic",0,"Export_Foreign",3.43883349022501
"CYP","2014","Electronic",0,"Output_Domestic",55.3927885055365
"CYP","2014","Electronic",0,"Output_Foreign",8.74335106974978
"CYP","2014","Energy",0,"Export_Domestics",1.11723782115397
"CYP","2014","Energy",0,"Export_Foreign",0.00012847099558886
"CYP","2014","Energy",0,"Output_Domestic",768.664342305762
"CYP","2014","Energy",0,"Output_Foreign",0.00027848741533016
"CYP","2014","Food",0,"Export_Domestics",282.341612145989
"CYP","2014","Food",0,"Export_Foreign",17.7601814427966
"CYP","2014","Food",0,"Output_Domestic",657.63660773603
"CYP","2014","Food",0,"Output_Foreign",26.0650226721838
"CYP","2014","HumanActivities",0,"Export_Domestics",137.263613109112
"CYP","2014","HumanActivities",0,"Export_Foreign",36.4262120497438
"CYP","2014","HumanActivities",0,"Output_Domestic",912.552241638436
"CYP","2014","HumanActivities",0,"Output_Foreign",76.6019813059637
"CYP","2014","Machinery",0,"Export_Domestics",18.3927147900021
"CYP","2014","Machinery",0,"Export_Foreign",0
"CYP","2014","Machinery",0,"Output_Domestic",30.6039154857331
"CYP","2014","Machinery",0,"Output_Foreign",0.00159015487437457
"CYP","2014","Manufacturing",0,"Export_Domestics",12.8265111167989
"CYP","2014","Manufacturing",0,"Export_Foreign",5.5843820864857e-06
"CYP","2014","Manufacturing",0,"Output_Domestic",41.9067208504011
"CYP","2014","Manufacturing",0,"Output_Foreign",3.08210716303951e-05
"CYP","2014","Mining",0,"Export_Domestics",0.998554704600455
"CYP","2014","Mining",0,"Export_Foreign",4.43800915102382e-05
"CYP","2014","Mining",0,"Output_Domestic",1.9048861948625
"CYP","2014","Mining",0,"Output_Foreign",9.35432592359871e-05
"CYP","2014","Pharma",0,"Export_Domestics",59.7839648004548
"CYP","2014","Pharma",0,"Export_Foreign",1.79118673435975
"CYP","2014","Pharma",0,"Output_Domestic",97.432363330869
"CYP","2014","Pharma",0,"Output_Foreign",2.37771856041238
"CYP","2014","RawMaterial",0,"Export_Domestics",20.6459310311295
"CYP","2014","RawMaterial",0,"Export_Foreign",8.34759468740737e-05
"CYP","2014","RawMaterial",0,"Output_Domestic",94.42278357418
"CYP","2014","RawMaterial",0,"Output_Foreign",0.00134144280985288
"CYP","2014","Recreation",0,"Export_Domestics",16.9170725311317
"CYP","2014","Recreation",0,"Export_Foreign",5.78511281576285
"CYP","2014","Recreation",0,"Output_Domestic",85.8698812509157
"CYP","2014","Recreation",0,"Output_Foreign",29.3656661033359
"CYP","2014","Transportation",0,"Export_Domestics",551.918168233446
"CYP","2014","Transportation",0,"Export_Foreign",633.25536363597
"CYP","2014","Transportation",0,"Output_Domestic",1375.71339498196
"CYP","2014","Transportation",0,"Output_Foreign",642.726036745903
"CYP","2015","Agriculture",0,"Export_Domestics",46.4920969855778
"CYP","2015","Agriculture",0,"Export_Foreign",0.0707012142139816
"CYP","2015","Agriculture",0,"Output_Domestic",135.716088925664
"CYP","2015","Agriculture",0,"Output_Foreign",0.205996434466652
"CYP","2015","Construction",0,"Export_Domestics",0.592158156416737
"CYP","2015","Construction",0,"Export_Foreign",0.102991389221454
"CYP","2015","Construction",0,"Output_Domestic",643.260108447849
"CYP","2015","Construction",0,"Output_Foreign",22.5700068738026
"CYP","2015","Education",0,"Export_Domestics",4.65977518972656
"CYP","2015","Education",0,"Export_Foreign",0.00326387467080843
"CYP","2015","Education",0,"Output_Domestic",113.025091856301
"CYP","2015","Education",0,"Output_Foreign",0.0804357612371808
"CYP","2015","Electronic",0,"Export_Domestics",17.5078387260375
"CYP","2015","Electronic",0,"Export_Foreign",6.33533453680492
"CYP","2015","Electronic",0,"Output_Domestic",41.0968415718412
"CYP","2015","Electronic",0,"Output_Foreign",15.1359373771141
"CYP","2015","Energy",0,"Export_Domestics",1.52127131937708
"CYP","2015","Energy",0,"Export_Foreign",0.00081672134053461
"CYP","2015","Energy",0,"Output_Domestic",716.473056119876
"CYP","2015","Energy",0,"Output_Foreign",0.00291567060687102
"CYP","2015","Food",0,"Export_Domestics",249.863787255287
"CYP","2015","Food",0,"Export_Foreign",14.4253302937518
"CYP","2015","Food",0,"Output_Domestic",584.12504610874
"CYP","2015","Food",0,"Output_Foreign",22.8879723246879
"CYP","2015","HumanActivities",0,"Export_Domestics",140.322836488841
"CYP","2015","HumanActivities",0,"Export_Foreign",22.9641178881659
"CYP","2015","HumanActivities",0,"Output_Domestic",836.825251487412
"CYP","2015","HumanActivities",0,"Output_Foreign",52.2184511578727
"CYP","2015","Machinery",0,"Export_Domestics",18.5193966037075
"CYP","2015","Machinery",0,"Export_Foreign",-1.33526766732051e-05
"CYP","2015","Machinery",0,"Output_Domestic",31.3365323186886
"CYP","2015","Machinery",0,"Output_Foreign",0.00116532469770762
"CYP","2015","Manufacturing",0,"Export_Domestics",9.30955380715323
"CYP","2015","Manufacturing",0,"Export_Foreign",6.46395053566826e-05
"CYP","2015","Manufacturing",0,"Output_Domestic",36.194576619438
"CYP","2015","Manufacturing",0,"Output_Foreign",0.0031957064029758
"CYP","2015","Mining",0,"Export_Domestics",1.79659370017279
"CYP","2015","Mining",0,"Export_Foreign",0
"CYP","2015","Mining",0,"Output_Domestic",4.4635453688948
"CYP","2015","Mining",0,"Output_Foreign",0
"CYP","2015","Pharma",0,"Export_Domestics",57.1094093881832
"CYP","2015","Pharma",0,"Export_Foreign",1.58998514949621
"CYP","2015","Pharma",0,"Output_Domestic",95.2591375261127
"CYP","2015","Pharma",0,"Output_Foreign",2.14518436414243
"CYP","2015","RawMaterial",0,"Export_Domestics",12.1453813318823
"CYP","2015","RawMaterial",0,"Export_Foreign",-1.01332401488751e-05
"CYP","2015","RawMaterial",0,"Output_Domestic",83.6216750413792
"CYP","2015","RawMaterial",0,"Output_Foreign",8.86954772086039e-05
"CYP","2015","Recreation",0,"Export_Domestics",18.085854076701
"CYP","2015","Recreation",0,"Export_Foreign",3.62429824275819
"CYP","2015","Recreation",0,"Output_Domestic",88.6711791594769
"CYP","2015","Recreation",0,"Output_Foreign",17.7702242187315
"CYP","2015","Transportation",0,"Export_Domestics",457.676563392093
"CYP","2015","Transportation",0,"Export_Foreign",766.521461556594
"CYP","2015","Transportation",0,"Output_Domestic",1201.78306583183
"CYP","2015","Transportation",0,"Output_Foreign",830.595897929725
"CYP","2016","Agriculture",0,"Export_Domestics",52.084196703086
"CYP","2016","Agriculture",0,"Export_Foreign",0.0732996976280407
"CYP","2016","Agriculture",0,"Output_Domestic",153.693892284941
"CYP","2016","Agriculture",0,"Output_Foreign",0.216464020767759
"CYP","2016","Construction",0,"Export_Domestics",0.74997095958066
"CYP","2016","Construction",0,"Export_Foreign",0.0950830574225946
"CYP","2016","Construction",0,"Output_Domestic",711.444222636263
"CYP","2016","Construction",0,"Output_Foreign",18.5448085487076
"CYP","2016","Education",0,"Export_Domestics",7.06174493451218
"CYP","2016","Education",0,"Export_Foreign",0.00725818827523526
"CYP","2016","Education",0,"Output_Domestic",123.280085928553
"CYP","2016","Education",0,"Output_Foreign",0.127483408990857
"CYP","2016","Electronic",0,"Export_Domestics",17.0358335217314
"CYP","2016","Electronic",0,"Export_Foreign",5.23340544298354
"CYP","2016","Electronic",0,"Output_Domestic",44.2938763971159
"CYP","2016","Electronic",0,"Output_Foreign",15.0805566059402
"CYP","2016","Energy",0,"Export_Domestics",6.2948201066836
"CYP","2016","Energy",0,"Export_Foreign",0
"CYP","2016","Energy",0,"Output_Domestic",930.936236549739
"CYP","2016","Energy",0,"Output_Foreign",0
"CYP","2016","Food",0,"Export_Domestics",250.009763200863
"CYP","2016","Food",0,"Export_Foreign",14.6417943598859
"CYP","2016","Food",0,"Output_Domestic",663.403739565513
"CYP","2016","Food",0,"Output_Foreign",23.3906779993443
"CYP","2016","HumanActivities",0,"Export_Domestics",197.675811782085
"CYP","2016","HumanActivities",0,"Export_Foreign",22.6069158061933
"CYP","2016","HumanActivities",0,"Output_Domestic",903.549694604965
"CYP","2016","HumanActivities",0,"Output_Foreign",48.4166076266554
"CYP","2016","Machinery",0,"Export_Domestics",20.2579008712272
"CYP","2016","Machinery",0,"Export_Foreign",0.00027328968339863
"CYP","2016","Machinery",0,"Output_Domestic",32.8889894813897
"CYP","2016","Machinery",0,"Output_Foreign",0.00052396253991168
"CYP","2016","Manufacturing",0,"Export_Domestics",9.97285933592998
"CYP","2016","Manufacturing",0,"Export_Foreign",0
"CYP","2016","Manufacturing",0,"Output_Domestic",47.2320898012126
"CYP","2016","Manufacturing",0,"Output_Foreign",0.00061099639988333
"CYP","2016","Mining",0,"Export_Domestics",2.28464397652838
"CYP","2016","Mining",0,"Export_Foreign",0
"CYP","2016","Mining",0,"Output_Domestic",3.73772770674998
"CYP","2016","Mining",0,"Output_Foreign",0
"CYP","2016","Pharma",0,"Export_Domestics",55.7210022022235
"CYP","2016","Pharma",0,"Export_Foreign",1.26464871221555
"CYP","2016","Pharma",0,"Output_Domestic",107.879071263656
"CYP","2016","Pharma",0,"Output_Foreign",1.94815078050381
"CYP","2016","RawMaterial",0,"Export_Domestics",10.7927440073495
"CYP","2016","RawMaterial",0,"Export_Foreign",0
"CYP","2016","RawMaterial",0,"Output_Domestic",114.271452155692
"CYP","2016","RawMaterial",0,"Output_Foreign",0.00203191827144682
"CYP","2016","Recreation",0,"Export_Domestics",18.962245589385
"CYP","2016","Recreation",0,"Export_Foreign",3.95527940844333
"CYP","2016","Recreation",0,"Output_Domestic",96.569767658529
"CYP","2016","Recreation",0,"Output_Foreign",20.142541610976
"CYP","2016","Transportation",0,"Export_Domestics",433.67940171478
"CYP","2016","Transportation",0,"Export_Foreign",672.851811966423
"CYP","2016","Transportation",0,"Output_Domestic",1240.99574217922
"CYP","2016","Transportation",0,"Output_Foreign",683.007153982497
"CYP","2017","Agriculture",0,"Export_Domestics",0
"CYP","2017","Agriculture",0,"Export_Foreign",0
"CYP","2017","Agriculture",0,"Output_Domestic",0
"CYP","2017","Agriculture",0,"Output_Foreign",0
"CYP","2017","Construction",0,"Export_Domestics",0
"CYP","2017","Construction",0,"Export_Foreign",0
"CYP","2017","Construction",0,"Output_Domestic",0
"CYP","2017","Construction",0,"Output_Foreign",0
"CYP","2017","Education",0,"Export_Domestics",0
"CYP","2017","Education",0,"Export_Foreign",0
"CYP","2017","Education",0,"Output_Domestic",0
"CYP","2017","Education",0,"Output_Foreign",0
"CYP","2017","Electronic",0,"Export_Domestics",0
"CYP","2017","Electronic",0,"Export_Foreign",0
"CYP","2017","Electronic",0,"Output_Domestic",0
"CYP","2017","Electronic",0,"Output_Foreign",0
"CYP","2017","Energy",0,"Export_Domestics",0
